DD:MM:YYYY,hh:mm:ss,n/a,n/a,°C,n/a,n/a,°C,n/a,n/a,n/a,n/a,n/a
Date,Time,FU:0.valueCompressorSpeed,FU:0.valueCondenserFanSpeed,FU:0.valueAmbientSensor,FU:0.stateCoolingSwitching,FU:0.stateCoolingSwitchingRequest,Zone:0.valueAirSensor,Zone:0.valueLightDimLevel,Zone:0.stateZone,Zone:1.stateZone,Zone:0.stateDoor,Zone:1.stateDoor
20.03.2020,11:10:29,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:31,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:32,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:34,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:36,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:37,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:39,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:41,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:42,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:44,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:46,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:48,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:49,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:51,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:53,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:54,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:10:56,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:10:58,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:00,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:01,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:03,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:05,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:06,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:08,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:10,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:11,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:13,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:15,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:17,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:18,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:20,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:22,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:23,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:25,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:27,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:29,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:30,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:32,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:34,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:35,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:37,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:39,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:40,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:42,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:44,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:46,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:47,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:49,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:51,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:52,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:54,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:11:56,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:58,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:11:59,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:01,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:03,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:04,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:06,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:08,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:09,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:11,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:13,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:15,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:16,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:18,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:20,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:21,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:23,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:25,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:26,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:28,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:30,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:32,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:33,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:35,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:37,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:38,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:40,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:42,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:44,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:45,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:47,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:49,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:50,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:52,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:54,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:12:55,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:57,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:12:59,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:01,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:02,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:04,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:06,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:07,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:09,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:11,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:13,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:14,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:16,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:18,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:19,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:21,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:23,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:24,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:26,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:28,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:30,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:31,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:33,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:35,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:36,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:38,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:40,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:42,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:43,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:45,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:47,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:48,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:50,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:52,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:53,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:13:55,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:57,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:13:59,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:00,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:02,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:04,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:05,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:07,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:09,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:11,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:12,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:14,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:16,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:17,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:19,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:21,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:22,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:24,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:26,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:28,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:29,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:31,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:33,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:34,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:36,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:38,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:40,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:41,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:43,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:45,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:46,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:48,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:50,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:51,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:53,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:14:55,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:57,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:14:58,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:00,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:02,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:03,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:05,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:07,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:08,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:10,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:12,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:14,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:15,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:17,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:19,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:20,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:22,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:24,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:26,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:27,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:29,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:31,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:32,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:34,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:36,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:37,0,0,25,0,0,11,48,3,0,0,0
20.03.2020,11:15:39,0,0,25,0,0,11.1,48,3,0,0,0
20.03.2020,11:15:41,0,0,25,0,0,13.7,48,3,0,0,0
20.03.2020,11:15:43,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:15:44,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:15:46,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:15:48,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:15:49,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:15:51,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:15:53,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:15:55,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:15:56,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:15:58,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:00,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:01,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:03,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:05,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:06,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:08,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:10,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:12,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:13,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:15,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:17,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:18,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:20,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:22,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:24,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:25,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:27,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:29,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:30,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:32,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:34,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:35,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:37,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:39,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:41,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:42,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:44,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:46,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:47,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:49,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:51,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:53,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:54,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:56,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:16:58,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:00,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:01,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:03,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:05,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:06,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:08,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:10,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:12,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:13,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:15,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:17,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:18,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:20,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:22,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:24,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:25,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:27,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:29,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:30,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:32,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:34,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:35,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:37,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:39,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:41,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:42,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:44,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:46,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:47,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:49,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:51,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:52,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:54,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:56,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:58,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:17:59,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:01,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:03,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:04,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:06,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:08,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:10,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:11,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:13,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:15,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:16,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:18,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:20,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:21,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:23,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:25,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:27,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:28,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:30,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:32,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:33,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:35,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:37,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:39,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:40,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:42,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:44,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:45,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:47,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:49,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:50,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:52,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:54,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:56,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:57,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:18:59,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:01,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:02,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:04,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:06,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:08,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:09,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:11,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:13,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:14,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:16,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:18,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:19,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:21,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:23,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:25,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:26,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:28,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:30,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:31,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:33,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:35,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:37,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:38,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:40,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:42,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:43,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:45,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:47,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:48,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:50,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:52,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:54,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:55,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:57,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:19:59,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:00,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:02,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:04,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:06,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:07,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:09,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:11,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:12,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:14,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:16,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:17,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:19,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:21,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:23,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:24,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:26,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:28,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:29,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:31,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:33,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:35,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:36,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:38,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:40,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:41,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:43,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:45,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:46,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:48,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:50,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:52,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:53,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:55,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:57,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:20:58,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:00,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:02,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:04,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:05,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:07,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:09,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:10,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:12,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:14,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:15,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:17,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:19,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:21,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:22,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:24,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:26,0,0,25,0,0,15,48,3,0,0,0
20.03.2020,11:21:27,0,0,25,0,0,15,48,3,0,0,0
